Datum,Umsatz,feiertag,brueckentag,BW,BY,B,BB,HB,HH,HE,MV,NI,NW,RP,SL,SN,ST,SH,TH
2014-04-01,931.917467777197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-02,938.2316186315293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-03,1004.1659239991181,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2014-04-04,1019.3912888132865,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2014-04-05,1282.668240051562,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2014-04-06,1341.1764194867765,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2014-04-07,1088.722413011843,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2014-04-08,985.3128997323562,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2014-04-09,1065.3154838625878,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2014-04-10,1023.9530965661262,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2014-04-11,1003.8042025802959,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2014-04-12,1552.0227333796233,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2014-04-13,1456.70692317268,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2014-04-14,1024.9923942836117,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0
2014-04-15,1181.2425814096964,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0
2014-04-16,1128.0175885162666,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
2014-04-17,1544.8405310900575,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
2014-04-19,1690.1907503178559,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
2014-04-20,1570.2672916617082,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
2014-04-21,1423.5190168308948,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
2014-04-22,1051.359115407803,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
2014-04-23,1118.3461490901498,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1
2014-04-24,1078.7010056462882,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1
2014-04-25,1069.1349735364709,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1
2014-04-26,1305.5933569360964,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1
2014-04-27,1209.4550800269228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2014-04-28,966.1764196684778,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2014-04-29,1076.7879393199792,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2014-04-30,1139.4138385103583,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2014-05-02,1308.299757297924,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1
2014-05-05,3156.4133441564672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-06,934.2573060199788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-07,795.8898966150722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-08,987.6392495906673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-09,905.4409291255015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-10,1208.703992577711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-11,1191.7321636599395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-12,866.5981183930757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-13,942.882543311423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-14,855.6521103955415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-15,929.1707414452105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-16,1225.715340832408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-17,1334.8429889037247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-18,1433.5956267496504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-19,940.4080760169333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-20,958.8899639785895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-21,890.0572010218106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-22,925.2585946940486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-23,1033.0724935992653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-24,1224.8171504612167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-25,1302.8807916837443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-26,969.4869865270923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-27,1046.1350214535028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-28,1145.507134259236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-29,1592.205248427638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-30,1440.5736625679688,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1
2014-05-31,1529.9437706342324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-06-01,1413.9232054836352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-06-02,1140.647619906188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-06-03,1028.5587437543256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-06-04,1015.1693701610311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-06-05,1122.3599951643675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-06-06,1061.296650598389,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2014-06-07,1769.1582587174853,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2014-06-08,1569.282463732646,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-06-09,1805.711868065444,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-06-10,1162.1894561989209,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0
2014-06-11,1106.9582527554176,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-12,1060.8398831014074,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-13,1260.423100020604,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-14,1352.1135514183447,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-15,1385.0781722898366,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-16,1115.2314600814343,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-17,1022.2658809110736,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-18,1152.8249414386883,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-19,1151.4095785867366,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-20,1370.2025450817862,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-21,1573.9251610883287,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-22,1556.3516959138103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-23,1254.3351554045448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-24,1195.5519894585345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-25,1242.200282986485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-26,1419.705820973289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-27,1412.9823631843042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-28,2096.209535863589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-29,1614.857541533299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-30,1181.5463608681148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-01,1027.1087975552814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-02,1110.418596567042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-03,1112.166856945513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-04,1017.6779210951094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-05,1317.7410366713432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-06,1290.417881233027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-07,1150.840001500877,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-07-08,1143.5158476986933,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-07-09,1230.2478990568025,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-07-10,1228.7667656631832,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
2014-07-11,1350.6141141665073,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
2014-07-12,1513.1219965470762,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
2014-07-13,1605.0317745952154,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
2014-07-14,1308.8336244652842,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0
2014-07-15,1341.6047725635417,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0
2014-07-16,1409.7733220509356,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0
2014-07-17,1376.7814551048334,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0
2014-07-18,1397.0477599034546,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0
2014-07-19,1638.5989548535576,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0
2014-07-20,1711.6499796680869,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0
2014-07-21,1429.6399957441797,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1
2014-07-22,1360.5364880417096,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1
2014-07-23,1382.6187887190936,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1
2014-07-24,1375.8750143415946,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1
2014-07-25,1370.8533188791102,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1
2014-07-26,1555.0670671300898,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1
2014-07-27,1699.4774534151688,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1
2014-07-28,1454.0463714966804,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1
2014-07-29,1459.7219779033048,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1
2014-07-30,1397.7425409000189,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
2014-07-31,1426.596515873001,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014-08-01,1474.9870878804409,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014-08-02,1791.5209508067114,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014-08-03,1581.044225548771,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014-08-04,1582.7392690324682,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014-08-05,1522.683199489512,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014-08-06,1718.7638049877642,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014-08-07,1674.0770963198304,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014-08-08,1737.7914525453739,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014-08-09,1958.2765008478782,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014-08-10,1737.1849808231773,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014-08-11,1595.8961047850107,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014-08-12,1576.2490833307006,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014-08-13,1627.8960521842318,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014-08-14,1593.9323232062077,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014-08-15,1736.758440202193,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014-08-16,1933.9609529161553,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014-08-18,2120.587134333386,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014-08-19,1483.1730241993864,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014-08-20,1522.7977845449216,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2014-08-21,1599.9552932782021,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
2014-08-22,1693.988972927908,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
2014-08-23,1974.9300590475925,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1
2014-08-24,1989.2619088246608,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1
2014-08-25,1257.524188067005,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1
2014-08-26,1187.3994087168912,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1
2014-08-27,1346.7240472828973,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1
2014-08-28,1273.5807947686797,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1
2014-08-29,1268.8182513454196,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1
2014-08-30,1503.6236180982633,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0
2014-08-31,1600.05602173114,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0
2014-09-01,1197.006184639632,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0
2014-09-02,1138.01922472386,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0
2014-09-03,1241.4657850316617,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0
2014-09-04,1239.41958713421,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0
2014-09-05,1376.942775699504,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0
2014-09-06,1508.8558096239285,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2014-09-07,1356.2253163855787,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2014-09-08,1033.6913625198981,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2014-09-09,1078.685406219607,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2014-09-10,1041.762301485459,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2014-09-11,1129.5586487073247,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-12,1083.1533590481984,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-13,1397.7350994442613,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-14,1223.9071841656757,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-15,964.7189159551572,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-16,1013.2398829175584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-17,1050.9226656778364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-18,1095.9949101600885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-19,1124.2340037238696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-20,1472.7283376749774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-21,1476.0273693278928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-22,941.024259184611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-23,1031.4280355475548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-24,960.4450735081116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-25,947.3278016895904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-26,1055.9418737765932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-27,1194.4474734795306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-28,1137.8499769953519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-29,1046.040726041431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-30,1097.1019357832079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-01,1090.2871663431224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-02,1241.350072285211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-03,1572.016877508928,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-04,1676.694610054029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-05,1520.9417402257052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-06,1289.23773077534,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2014-10-07,1231.661867251111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2014-10-08,1261.7014923108939,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2014-10-09,1261.271855601582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2014-10-10,1195.290494934356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2014-10-11,1549.4757185678059,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2014-10-12,1500.1308311850694,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2014-10-13,1165.620918355908,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
2014-10-14,1267.7499250108303,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
2014-10-15,1341.6986717914888,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
2014-10-16,1154.630040727147,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
2014-10-17,1167.3631586794836,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
2014-10-18,1571.4404694334485,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
2014-10-19,1370.3995307336581,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2014-10-20,1087.6243519853979,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0
2014-10-21,1069.8570141022424,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0
2014-10-22,1080.6065681144696,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0
2014-10-23,1110.577374774145,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0
2014-10-24,1240.079682694613,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0
2014-10-25,1395.788052299363,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0
2014-10-26,1632.6505638283672,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0
2014-10-27,1151.1530976938964,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0
2014-10-28,1303.4549051901772,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0
2014-10-29,1080.121498782915,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0
2014-10-30,1203.455110273424,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0
2014-10-31,1172.2118630859904,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0
2014-11-01,1389.8320458372393,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
2014-11-02,1523.711072277318,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2014-11-03,1085.7019514420977,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2014-11-04,990.0425697432175,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2014-11-05,1021.741501294101,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2014-11-06,1061.3045874167135,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2014-11-07,1078.076617605364,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2014-11-08,1309.2717009011994,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2014-11-09,1682.7011078228795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-10,943.1492837845029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-11,952.0497829919738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-12,942.7810429477282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-13,1035.8360717475673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-14,987.066157988088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-15,1129.749486080218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-16,1389.3963403401187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-17,1007.2072991474131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-18,844.2622602119131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-19,784.8415426550854,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-20,892.122533474749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-21,1041.2137213350961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-22,1089.2134722043525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-23,1566.162469104658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-24,945.233155663734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-25,961.8942085834309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-26,938.9143856907554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-27,924.6437217027506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-28,983.7387822457185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-29,1203.1509918503975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-30,1522.4269674193802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-01,921.0753225912163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-02,953.7589496762228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-03,910.4443499376871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-04,909.0495859611964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-05,773.1259122025673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-06,1213.9698298432625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-07,1323.5533078416104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-08,787.8698967363516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-09,902.4963961320728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-10,921.4970604854932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-11,825.5726458672118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-12,714.1054735974888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-13,1130.5801113650898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-14,1426.2699789271999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-15,806.6356282245807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-16,883.2419468200662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-17,889.0094175328563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-18,869.6549021087523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-19,823.4096341393607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-20,832.6442841291813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-21,1120.1302635446195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-22,1050.3597132076964,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
2014-12-23,1018.1292870747675,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
2014-12-24,1197.8953292532765,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
2014-12-27,1223.2963631147295,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
2014-12-28,1296.3463317982998,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
2014-12-29,1116.247627970283,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
2014-12-30,1431.0470015632961,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
2014-12-31,2938.717608581859,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
2015-01-02,1284.1472972763208,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
2015-01-03,1193.0576038829734,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1
